id,age,gender,income,loan_amount,credit_score,ethnicity,residence,loan_approved
3765,62,M,18811,46252,937,A,rural,1
3766,64,F,93883,14835,383,C,suburban,1
3767,40,M,46276,15910,589,B,rural,1
3768,66,F,69145,22221,370,A,urban,1
3769,64,F,61619,30613,474,A,urban,1
3770,37,M,96049,36353,762,B,suburban,1
3771,35,F,85678,43614,694,B,suburban,1
3772,35,F,103782,13463,390,D,rural,1
3773,19,M,106043,18336,768,A,urban,1
3774,21,F,41714,31534,733,D,suburban,1
3775,47,M,70685,7369,548,B,rural,1
3776,50,M,27194,30381,943,A,rural,1
3777,53,M,88062,24558,980,B,urban,1
3778,35,F,79037,27369,871,C,suburban,1
3779,54,F,34362,38650,540,A,suburban,1
3780,36,F,69499,35954,795,C,urban,1
3781,64,M,61281,30407,639,C,rural,1
3782,45,F,77813,40939,770,A,urban,1
3783,57,M,59852,31767,762,A,suburban,1
3784,37,F,62836,7040,574,A,rural,1
3785,66,M,19595,28116,314,C,urban,1
3786,50,M,110930,31170,340,A,rural,1
3787,29,M,30402,11372,507,C,suburban,1
3788,68,F,80283,27369,359,B,rural,1
3789,32,M,107676,12562,664,C,urban,1
3790,58,F,103131,49544,539,B,urban,1
3791,56,M,57723,10900,907,B,suburban,1
3792,19,M,66322,45733,459,D,urban,1
3793,46,M,61764,26700,696,C,urban,1
3794,58,F,39911,46233,799,B,urban,1
3795,27,F,106288,5589,508,C,urban,1
3796,19,M,34405,10063,432,C,suburban,1
3797,68,M,73122,25017,680,B,suburban,1
3798,28,M,104756,23374,732,B,suburban,1
3799,30,F,114489,27899,908,B,suburban,1
3800,27,M,116589,6258,688,D,rural,1
3801,31,F,18447,18598,882,B,urban,1
3802,35,F,68143,7866,731,A,rural,1
3803,68,M,77906,46504,573,B,urban,1
3804,26,M,25662,35132,650,A,suburban,1
3805,56,F,78001,34404,433,A,urban,1
3806,45,F,73282,5637,365,B,urban,1
3807,20,M,19899,29616,938,B,urban,1
3808,37,M,43582,42650,504,D,urban,1
3809,23,M,82471,20828,597,D,urban,1
3810,44,M,57213,31196,416,A,urban,1
3811,19,M,90871,41440,566,B,urban,1
3812,46,M,98205,37022,448,D,urban,1
3813,55,F,89081,37202,493,A,urban,1
3814,20,M,118559,33704,979,C,urban,1
3815,33,M,98805,30875,478,D,rural,1
3816,47,M,52830,28641,447,C,suburban,1
3817,57,F,22066,42479,764,B,rural,1
3818,19,F,25712,18235,868,D,suburban,1
3819,34,M,96527,27027,304,D,rural,1
3820,58,M,116326,37927,825,C,suburban,1
3821,29,F,80365,47912,579,B,urban,1
3822,52,M,102185,47691,798,C,suburban,1
3823,60,M,114851,32022,735,B,urban,1
3824,18,M,45806,10938,515,A,suburban,1
3825,62,M,27210,49122,986,B,rural,1
3826,32,M,51972,47692,814,D,suburban,1
3827,43,F,49136,38348,436,D,urban,1
3828,54,F,59297,37209,911,C,rural,1
3829,38,M,30945,42242,894,B,rural,1
3830,66,F,110201,14941,579,B,urban,1
3831,48,M,57477,12073,431,D,rural,1
3832,42,M,94180,47430,692,B,urban,1
3833,40,F,85453,42827,780,D,urban,1
3834,41,F,100404,42096,812,B,urban,1
3835,55,M,92413,5921,927,C,suburban,1
3836,45,M,28224,7773,718,D,urban,1
3837,38,F,18052,9462,501,B,urban,1
3838,60,F,42272,25960,951,A,urban,1
3839,35,F,56150,35268,957,A,urban,1
3840,53,M,111204,24818,761,D,urban,1
3841,52,M,32316,44501,501,C,urban,1
3842,62,M,68389,49542,451,C,urban,1
3843,26,M,78332,47078,521,B,urban,1
3844,55,F,22240,6865,378,C,urban,1
3845,47,M,112095,35706,499,C,rural,1
3846,61,M,83774,33887,398,A,rural,1
3847,51,F,58175,35511,512,D,urban,1
3848,49,M,15565,38479,442,B,urban,1
3849,20,M,102298,45478,688,B,rural,1
3850,20,F,86094,31401,673,B,suburban,1
3851,45,F,31375,33502,351,A,suburban,1
3852,61,F,40710,18394,923,C,urban,1
3853,32,M,64895,38158,434,A,urban,1
3854,58,F,91639,14262,710,D,suburban,1
3855,40,F,30174,9487,769,B,suburban,1
3856,57,M,102329,32341,411,B,urban,1
3857,28,M,42597,48388,824,C,urban,1
3858,65,F,89289,18570,343,C,rural,1
3859,49,M,53397,34605,696,A,urban,1
3860,53,F,86854,11066,884,D,suburban,1
3861,50,M,48069,42262,560,C,urban,1
3862,41,M,100687,31723,844,A,urban,1
3863,56,M,55274,8572,687,B,urban,1
3864,51,F,89237,17670,775,B,suburban,1
3865,45,M,87498,32839,709,D,urban,1
3866,54,F,53197,33401,879,B,urban,1
3867,24,F,63634,15249,315,B,urban,1
3868,21,F,45041,7311,961,A,rural,1
3869,54,F,22248,37011,401,A,rural,1
3870,18,F,100365,48839,485,C,suburban,1
3871,18,M,17203,44541,324,C,rural,0
3872,64,F,66986,44673,371,A,urban,1
3873,37,F,40370,8642,892,A,rural,1
3874,36,M,50247,11338,872,B,urban,1
3875,46,M,90922,14622,317,C,urban,1
3876,27,F,15434,47873,869,D,urban,1
3877,35,M,77982,44008,631,A,rural,1
3878,45,F,80180,12806,868,B,suburban,1
3879,52,M,49474,5757,396,B,suburban,1
3880,60,M,39644,31710,311,D,rural,1
3881,64,F,53493,26470,310,B,suburban,0
3882,48,M,98824,11220,462,A,suburban,1
3883,44,M,18959,47872,582,B,urban,1
3884,28,F,62289,31315,540,B,rural,1
3885,66,M,26143,32793,344,C,rural,1
3886,66,F,54593,19316,892,A,rural,1
3887,55,F,54115,47094,554,B,urban,1
3888,22,F,37540,27505,366,C,urban,1
3889,25,M,50481,33288,913,A,urban,1
3890,51,M,110505,13956,902,B,urban,1
3891,65,F,92097,24109,341,B,urban,1
3892,69,F,37578,8497,683,C,suburban,1
3893,29,F,27787,14864,888,A,rural,1
3894,55,F,87048,36510,533,D,rural,1
3895,18,M,67879,32981,784,A,urban,1
3896,48,M,25596,27026,338,A,urban,1
3897,21,M,112282,13774,310,D,urban,1
3898,66,M,75669,26017,923,D,urban,1
3899,62,M,34930,6821,708,A,urban,1
3900,67,F,62950,23021,407,D,urban,1
3901,22,M,110737,15372,393,A,rural,1
3902,47,M,33687,46148,383,C,urban,0
3903,41,M,67833,39514,357,A,suburban,1
3904,20,F,50989,33402,592,B,suburban,1
3905,28,F,45183,10797,315,B,suburban,1
3906,62,F,35758,21283,776,B,suburban,1
3907,21,F,16082,45857,904,B,rural,1
3908,43,M,111368,49905,464,B,suburban,1
3909,44,F,60891,12597,736,D,rural,1
3910,63,M,60810,35320,955,A,urban,1
3911,60,M,61901,36261,702,A,urban,1
3912,44,F,98512,11107,685,C,rural,1
3913,59,F,118912,30760,437,A,urban,1
3914,68,M,86062,40561,830,B,suburban,1
3915,67,M,111622,16138,592,B,suburban,1
3916,23,F,36563,40268,774,B,urban,1
3917,32,M,87008,36608,761,D,suburban,1
3918,47,M,17775,18138,672,A,rural,0
3919,59,M,30828,46129,461,A,rural,1
3920,54,M,32974,42693,941,A,suburban,1
3921,54,F,37388,22464,343,A,suburban,1
3922,59,M,95591,26248,382,B,rural,1
3923,54,M,33615,42221,935,C,suburban,1
3924,52,F,52886,23632,838,C,urban,1
3925,40,F,37838,17100,818,D,urban,1
3926,23,M,55728,6325,710,A,urban,1
3927,21,M,93000,16369,640,A,urban,1
3928,35,M,67798,15340,923,D,urban,1
3929,26,F,87776,18408,388,A,rural,1
3930,66,F,85478,24369,939,D,suburban,1
3931,46,F,34622,23460,529,D,rural,1
3932,30,F,28536,31105,317,D,suburban,1
3933,64,F,82136,36384,972,B,urban,1
3934,69,F,20700,6461,580,A,urban,1
3935,34,M,53839,47362,721,C,rural,1
3936,62,M,25248,37840,977,C,urban,1
3937,49,F,60291,33610,637,A,suburban,1
3938,65,M,97629,43798,565,C,urban,1
3939,39,M,99891,25995,654,A,urban,1
3940,21,F,32177,24180,659,B,urban,1
3941,22,M,34483,12717,516,D,suburban,1
3942,54,F,58815,18331,620,A,rural,1
3943,58,F,53533,18936,964,A,suburban,1
3944,66,M,15026,34550,992,A,suburban,1
3945,30,F,119997,25615,511,A,rural,1
3946,51,M,75611,8576,502,A,suburban,1
3947,62,M,102242,45868,452,A,rural,1
3948,39,F,39660,37503,981,A,urban,1
3949,40,F,70103,10728,728,D,rural,1
3950,68,F,67253,37800,586,D,suburban,1
3951,20,M,119913,15886,620,B,urban,1
3952,59,F,57082,19078,735,A,urban,1
3953,51,M,31258,9373,891,A,urban,1
3954,49,F,118613,37532,795,C,urban,1
3955,62,M,113315,40160,903,C,rural,1
3956,68,F,104690,33688,448,D,suburban,1
3957,66,M,110220,16063,841,A,rural,1
3958,38,M,30389,28089,934,C,suburban,1
3959,63,M,106860,38585,781,B,suburban,1
3960,61,F,42685,11203,625,D,urban,1
3961,38,F,74220,7438,328,B,suburban,1
3962,61,F,42195,32559,558,B,suburban,1
3963,28,M,36797,28212,997,C,rural,1
3964,56,M,86310,11641,374,D,suburban,1
3965,21,M,112169,21983,856,A,suburban,1
3966,68,F,81332,19026,880,A,urban,1
3967,18,M,108925,24636,797,B,suburban,1
3968,45,F,77907,39603,715,A,rural,1
3969,41,F,22188,17222,639,B,suburban,1
3970,52,F,38696,7177,607,D,urban,1
3971,30,F,17024,45910,914,B,urban,1
3972,64,F,88202,37916,540,C,urban,1
3973,51,F,50985,18105,552,C,suburban,1
3974,28,M,21584,39512,519,D,urban,1
3975,53,F,105998,6646,696,D,rural,1
3976,68,M,42044,14864,635,C,urban,1
3977,34,M,20285,31515,328,B,urban,0
3978,52,M,78115,28762,793,B,suburban,1
3979,35,M,22370,41435,801,B,suburban,1
3980,57,M,32903,21960,453,B,rural,1
3981,39,M,47499,49055,530,B,urban,1
3982,41,F,112904,32607,401,C,urban,1
3983,36,M,37995,21302,476,B,urban,1
3984,54,F,50200,35941,992,A,urban,1
3985,56,M,103377,36321,531,D,rural,1
3986,38,F,85402,35313,311,B,urban,1
3987,25,F,28566,42547,485,B,rural,1
3988,45,F,52822,45955,565,C,suburban,1
3989,22,F,66222,18029,434,C,suburban,1
3990,34,M,109088,40740,330,B,rural,1
3991,54,F,115085,23429,755,C,urban,1
3992,53,M,105450,33512,558,A,urban,1
3993,36,M,65668,16140,403,B,suburban,1
3994,44,F,78853,19847,730,A,urban,1
3995,51,M,69643,39256,681,C,rural,1
3996,28,F,37333,33774,768,A,rural,1
3997,62,F,30958,14127,812,C,rural,1
3998,64,M,67442,33205,506,A,rural,1
3999,29,M,35954,47674,946,D,suburban,1
4000,38,M,90174,39570,746,D,suburban,1
4001,28,F,114683,20627,388,B,urban,1
4002,56,F,24675,41288,494,B,suburban,0
4003,45,M,104590,43664,713,C,urban,1
4004,22,M,46661,37333,421,A,rural,1
4005,34,F,79289,41079,761,A,rural,1
4006,37,F,32184,23689,415,A,urban,0
4007,58,M,62963,29259,495,B,urban,1
4008,63,M,40822,31571,335,A,urban,1
4009,29,F,77303,13009,366,A,suburban,1
4010,23,M,91465,49674,944,C,suburban,1
4011,34,M,20267,49995,580,A,suburban,1
4012,68,F,67647,43230,778,A,rural,1
4013,36,F,77814,41226,310,D,urban,1
4014,43,M,51025,41498,621,C,suburban,1
4015,65,M,92605,33820,967,B,suburban,1
4016,61,M,15981,45315,539,A,urban,1
4017,61,M,58436,34482,359,B,urban,1
4018,69,F,33472,37795,949,A,rural,1
4019,49,M,34336,24875,861,D,rural,1
4020,23,F,40587,44191,978,C,suburban,1
4021,53,F,92192,17453,464,D,rural,1
4022,55,M,107862,14260,488,D,urban,1
4023,28,M,99046,47817,786,B,rural,1
4024,50,F,68013,30898,391,C,urban,1
4025,41,F,99511,10614,588,D,suburban,1
4026,40,F,24665,36843,808,B,urban,1
4027,32,M,42097,49451,374,A,rural,1
4028,44,F,106277,16687,856,B,urban,1
4029,28,F,67474,8801,727,A,urban,1
4030,68,F,86973,46048,684,C,urban,1
4031,67,M,40185,45144,352,C,urban,0
4032,34,F,90911,33942,474,D,urban,1
4033,68,F,107643,15148,972,C,suburban,1
4034,31,M,45484,22283,878,D,urban,1
4035,44,M,116165,24861,773,A,urban,1
4036,35,M,60610,39512,660,B,urban,1
4037,45,M,65807,27480,569,D,urban,1
4038,68,M,65907,23637,706,C,suburban,1
4039,64,F,72389,49621,423,C,suburban,1
4040,64,M,40835,39401,993,A,urban,1
4041,21,M,110279,28385,675,C,urban,1
4042,24,F,111453,30437,691,D,suburban,1
4043,62,M,119531,13149,481,A,suburban,1
4044,52,M,68790,19671,335,C,urban,1
4045,65,F,91960,42469,511,B,urban,1
4046,26,F,24643,28119,433,A,urban,1
4047,25,F,90846,38781,989,C,urban,1
4048,69,F,33951,21279,977,A,urban,1
4049,62,M,107104,8299,790,A,urban,1
4050,34,F,30233,39274,737,C,urban,1
4051,34,M,28200,9803,345,C,suburban,1
4052,66,F,67275,22361,967,A,rural,1
4053,50,M,102084,23201,700,D,suburban,1
4054,49,F,91068,33634,787,A,suburban,1
4055,25,F,104001,19760,731,D,urban,1
4056,36,F,36291,15826,727,C,urban,1
4057,55,M,57448,26285,871,B,urban,1
4058,20,M,45580,14140,816,A,suburban,1
4059,22,F,106685,11798,761,B,suburban,1
4060,30,F,36346,5567,480,A,rural,1
4061,64,M,25619,16624,444,C,urban,1
4062,63,F,16766,17215,564,B,urban,1
4063,48,F,18549,12966,705,A,suburban,1
4064,33,M,33693,45888,783,C,suburban,1
4065,67,F,77019,34753,781,A,urban,1
4066,49,F,112458,49104,536,B,suburban,1
4067,39,M,115280,42078,824,A,urban,1
4068,46,M,63328,6982,638,C,suburban,1
4069,39,F,92701,38864,567,C,urban,1
4070,60,F,104100,18582,565,C,suburban,1
4071,20,M,115794,24954,827,A,suburban,1
4072,27,F,40301,44265,391,A,rural,1
4073,59,F,59763,49350,547,A,rural,1
4074,38,F,35765,20378,318,A,suburban,1
4075,33,M,59787,48632,689,A,urban,1
4076,29,F,22425,9279,687,B,urban,1
4077,19,M,27857,32924,914,B,urban,1
4078,58,M,67771,22057,394,D,urban,1
4079,41,M,107999,12312,729,B,urban,1
4080,52,M,37444,35353,336,B,suburban,1
4081,47,F,56457,40137,692,D,urban,1
4082,47,M,117280,25914,872,B,urban,1
4083,64,F,94741,21192,590,B,suburban,1
4084,52,M,15704,22450,602,D,suburban,1
4085,36,M,20452,10432,700,D,suburban,1
4086,67,F,53862,36012,643,B,suburban,1
4087,25,F,76471,38455,817,C,urban,1
4088,43,M,84217,18175,676,B,urban,1
4089,66,F,101058,5068,464,C,rural,1
4090,57,M,33300,15295,312,D,urban,1
4091,24,M,24566,11774,324,B,suburban,1
4092,47,F,22501,17190,422,D,urban,0
4093,24,F,16845,36286,428,C,rural,0
4094,20,M,54181,15789,933,A,suburban,1
4095,18,F,72263,33914,846,C,suburban,1
4096,53,F,93766,36944,894,B,urban,1
4097,42,M,78038,11891,608,A,rural,1
4098,54,F,98290,26977,735,D,suburban,1
4099,18,F,49404,35351,481,B,urban,1
4100,32,F,37564,15316,887,B,suburban,1
4101,54,M,112898,38207,915,D,urban,1
4102,30,F,72435,30654,342,D,urban,1
4103,57,M,33227,12466,703,D,urban,1
4104,25,F,105296,22637,904,B,suburban,1
4105,22,F,110259,8209,955,B,suburban,1
4106,26,M,62475,41317,889,A,suburban,1
4107,18,F,32215,8078,562,B,suburban,1
4108,53,F,86074,32299,369,D,suburban,1
4109,52,F,36699,41258,960,C,urban,1
4110,19,M,27454,8543,591,A,urban,1
4111,57,M,63217,34091,513,A,urban,1
4112,40,F,36711,33947,446,D,urban,1
4113,26,M,30059,27064,324,D,rural,1
4114,51,F,63398,11751,622,B,rural,1
4115,63,M,16286,19906,408,C,urban,0
4116,31,M,49297,23096,992,A,urban,1
4117,21,M,119959,19425,550,C,rural,1
4118,47,M,115181,16811,781,C,urban,1
4119,48,F,41485,22578,981,C,suburban,1
4120,55,M,74967,11781,474,B,urban,1
4121,28,M,112803,26290,646,B,suburban,1
4122,52,M,69583,20563,469,A,rural,1
4123,25,F,66630,30888,301,D,rural,1
4124,20,M,42086,32491,945,D,suburban,1
4125,31,F,31484,37352,938,D,suburban,1
4126,30,F,83623,26676,857,D,suburban,1
4127,62,F,119132,5300,661,C,urban,1
4128,49,F,74263,42463,595,A,urban,1
4129,51,F,33675,49942,869,C,rural,1
4130,62,F,75664,26008,889,B,urban,1
4131,36,M,39680,25221,501,B,urban,1
4132,55,M,32077,34334,588,A,suburban,1
4133,33,M,53174,48518,361,B,rural,1
4134,19,F,91968,25301,801,C,suburban,1
4135,57,F,18491,12307,425,A,suburban,1
4136,34,F,61126,34251,348,A,suburban,1
4137,51,M,18392,39157,899,C,suburban,1
4138,59,F,77257,13882,478,C,suburban,1
4139,33,M,82804,15040,880,B,rural,1
4140,55,M,53400,11141,792,A,suburban,1
4141,19,M,51551,10969,732,B,urban,1
4142,19,M,43088,18162,871,C,rural,1
4143,43,F,95015,14131,601,C,suburban,1
4144,30,M,40465,10037,468,A,urban,1
4145,64,M,63155,27378,568,D,urban,1
4146,48,F,102893,19693,663,A,rural,1
4147,51,F,20969,31626,923,A,urban,1
4148,56,F,23981,7451,399,B,suburban,1
4149,20,M,36032,5024,514,B,urban,1
4150,25,F,69091,10962,924,D,urban,1
4151,40,F,39408,40324,396,A,suburban,1
4152,31,M,39241,36415,929,B,urban,1
4153,44,F,62940,29016,847,B,urban,1
4154,46,M,97938,21444,636,B,urban,1
4155,56,M,66105,45443,658,A,rural,1
4156,56,F,106302,21506,589,A,rural,1
4157,18,F,76050,43384,695,A,suburban,1
4158,34,M,18657,48062,659,B,suburban,1
4159,58,F,36230,36693,646,C,suburban,1
4160,47,F,33680,29248,423,C,rural,0
4161,30,F,97694,47690,851,B,suburban,1
4162,38,M,99731,9089,952,B,rural,1
4163,36,F,57340,7472,837,D,urban,1
4164,36,M,50950,48237,953,B,urban,1
4165,42,F,93515,45218,721,A,suburban,1
4166,39,M,22867,40732,635,C,urban,1
4167,48,M,95691,13104,802,C,urban,1
4168,34,F,93542,22694,356,B,suburban,1
4169,40,M,19329,29730,961,A,urban,1
4170,49,M,103087,39980,375,A,suburban,1
4171,27,M,50865,14454,765,D,urban,1
4172,27,F,81940,44560,584,A,suburban,1
4173,53,M,52869,14554,685,B,urban,1
4174,25,F,81905,30513,558,A,rural,1
4175,69,M,119969,46471,776,A,urban,1
4176,37,M,98984,35985,995,A,suburban,1
4177,49,M,116069,29762,310,A,suburban,1
4178,67,M,104711,45428,971,A,urban,1
4179,31,M,81252,6702,559,C,suburban,1
4180,67,M,94386,22038,692,B,rural,1
4181,45,F,16711,27219,899,C,urban,1
4182,63,F,40801,9271,668,A,urban,1
4183,69,M,102287,32397,483,D,urban,1
4184,41,M,119565,13955,315,D,urban,1
4185,32,F,105709,34602,805,A,rural,1
4186,39,M,68270,49227,385,D,urban,1
4187,47,M,86622,36545,309,A,suburban,1
4188,21,F,70535,28116,776,C,urban,1
4189,30,F,91759,11674,463,A,urban,1
4190,40,F,31220,22469,323,B,urban,1
4191,25,M,28392,10446,875,B,urban,1
4192,35,M,100587,25760,611,B,suburban,1
4193,29,F,17246,6963,537,C,urban,1
4194,48,M,35010,47745,761,B,rural,1
4195,31,F,83358,15466,761,B,suburban,1
4196,51,F,105203,32262,537,D,urban,1
4197,35,M,32234,10177,321,D,urban,1
4198,51,F,111190,16160,479,D,urban,1
4199,28,F,64451,42340,858,D,urban,1
4200,58,F,90205,12543,798,A,urban,1
4201,29,M,36784,46675,774,B,rural,1
4202,66,M,44672,21626,638,A,rural,1
4203,32,M,16082,44278,830,D,rural,1
4204,48,M,26148,34607,991,A,urban,1
4205,66,F,42494,25299,461,B,urban,1
4206,46,M,90093,22221,360,A,rural,1
4207,43,M,66952,8323,384,A,suburban,1
4208,35,M,51719,47305,846,A,urban,1
4209,49,F,63737,15615,789,C,urban,1
4210,39,M,74453,6432,304,A,urban,1
4211,55,M,54536,28238,375,B,suburban,1
4212,34,M,65604,45423,552,D,rural,1
4213,40,F,65833,13431,306,C,urban,1
4214,41,M,29039,13330,980,A,urban,1
4215,67,F,82839,49153,941,D,urban,1
4216,25,F,62931,13611,772,C,urban,1
4217,58,M,54925,18872,437,A,suburban,1
4218,23,F,66003,39930,657,C,suburban,1
4219,22,M,98817,11486,902,C,urban,1
4220,61,F,63897,41870,462,B,suburban,1
4221,46,F,102745,28258,617,A,urban,1
4222,45,M,108709,48186,757,B,suburban,1
4223,28,M,57287,6168,552,C,suburban,1
4224,18,M,105726,5415,500,A,urban,1
4225,60,F,48012,15905,831,C,suburban,1
4226,36,M,56783,10243,974,B,urban,1
4227,26,F,100727,21533,464,B,urban,1
4228,44,M,83315,32020,531,B,urban,1
4229,51,F,98766,27908,627,B,urban,1
4230,61,M,61491,10899,537,D,suburban,1
4231,21,F,103941,38606,419,C,urban,1
4232,53,M,73584,43912,918,B,suburban,1
4233,35,F,27803,14888,549,B,rural,0
4234,32,M,64625,20935,635,C,urban,1
4235,68,M,108361,12466,583,D,urban,1
4236,30,M,28698,20095,497,C,urban,1
4237,36,F,49560,16193,715,B,urban,1
4238,66,M,30376,6320,694,D,urban,1
4239,23,F,98654,17227,450,C,suburban,1
4240,65,M,28117,22907,564,A,urban,1
4241,29,F,71381,43002,519,B,suburban,1
4242,68,F,52956,49838,515,B,urban,1
4243,54,F,63786,43912,614,C,urban,1
4244,34,M,118585,5552,967,A,urban,1
4245,40,M,102778,25140,515,B,urban,1
4246,43,M,81480,25055,634,B,urban,1
4247,46,M,46695,38367,658,A,suburban,1
4248,50,F,16511,20098,925,B,suburban,1
4249,44,F,68233,29061,460,C,urban,1
4250,42,F,37502,36054,909,B,suburban,1
4251,27,M,65010,19800,810,B,urban,1
4252,64,F,105341,47124,456,B,urban,1
4253,40,M,107529,30579,461,B,rural,1
4254,38,F,88905,6982,341,B,rural,1
4255,38,M,61489,45598,479,A,rural,1
4256,60,M,115919,40765,602,A,urban,1
4257,30,M,98533,22070,629,D,rural,1
4258,54,F,96165,35886,862,B,suburban,1
4259,50,F,46949,49374,728,C,suburban,1
4260,41,M,83376,39527,649,B,rural,1
4261,61,M,94587,44791,419,A,rural,1
4262,28,M,108059,34513,374,C,suburban,1
4263,34,F,82310,27592,973,A,rural,1
4264,21,M,93798,28618,960,D,urban,1
4265,64,F,84407,20409,422,A,suburban,1
4266,42,F,88809,14529,952,B,urban,1
4267,47,F,32229,29154,481,A,rural,1
4268,26,M,42385,37882,556,D,suburban,1
4269,38,F,57176,49917,897,D,rural,1
4270,37,F,109825,21952,882,A,urban,1
4271,36,M,18260,20701,568,A,suburban,1
4272,36,F,112555,14745,792,A,urban,1
4273,29,F,18145,29335,479,C,suburban,1
4274,54,M,112289,7689,448,B,suburban,1
4275,59,M,22802,7988,817,B,urban,1
4276,34,M,17263,40919,447,A,urban,1
4277,54,F,41913,49487,979,C,suburban,1
4278,65,M,72788,14013,308,B,urban,1
4279,56,F,23155,44113,477,C,urban,1
4280,45,F,15922,8574,694,C,urban,1
4281,58,F,87231,37480,927,A,urban,1
4282,52,M,35672,12838,907,B,rural,1
4283,64,F,53526,33363,630,C,rural,1
4284,65,M,60344,36368,355,B,suburban,1
4285,35,M,34014,37228,506,A,urban,1
4286,31,F,88352,33639,404,C,suburban,1
4287,52,M,106279,19823,846,D,suburban,1
4288,61,F,55324,28510,654,D,suburban,1
4289,58,M,109075,43333,958,C,urban,1
4290,24,M,110638,9435,788,B,urban,1
4291,58,M,53698,43418,892,B,suburban,1
4292,30,F,92169,25553,802,A,urban,1
4293,35,F,38384,12436,349,B,rural,1
4294,54,F,18512,41476,386,A,suburban,0
4295,30,M,21066,39477,602,A,urban,0
4296,53,M,46500,29244,300,D,suburban,1
4297,48,F,93743,47721,680,D,urban,1
4298,19,M,100642,6692,949,D,urban,1
4299,33,M,94858,20523,947,A,urban,1
4300,26,F,69800,37326,661,D,urban,1
4301,26,M,78140,47205,680,A,urban,1
4302,55,F,115364,5125,965,B,urban,1
4303,28,F,99954,6199,461,C,urban,1
4304,39,M,17387,43860,318,B,urban,1
4305,50,M,71160,21375,542,D,suburban,1
4306,53,M,74241,7711,428,B,urban,1
4307,62,F,88567,37437,475,B,urban,1
4308,40,F,16799,33022,708,A,urban,1
4309,62,M,50548,14182,383,D,urban,1
4310,62,M,48895,32641,675,B,rural,1
4311,51,F,105450,34530,521,C,suburban,1
4312,26,F,95171,27612,624,C,rural,1
4313,41,M,55379,10995,750,C,urban,1
4314,25,M,60414,45950,715,B,suburban,1
4315,24,M,88071,43270,956,A,rural,1
4316,53,F,83344,17920,744,C,urban,1
4317,35,F,93591,27144,917,D,suburban,1
4318,20,M,108141,23882,624,D,suburban,1
4319,45,F,107201,7565,822,A,rural,1
4320,23,M,113303,28373,465,A,urban,1
4321,61,M,19297,48557,958,B,suburban,1
4322,61,M,101479,10024,537,C,urban,1
4323,38,F,113752,29691,312,B,rural,1
4324,45,M,20008,38799,556,C,suburban,0
4325,57,F,101813,6241,813,D,rural,1
4326,18,M,31820,39510,509,B,rural,1
4327,53,M,86548,43477,783,A,suburban,1
4328,38,M,37253,27383,664,D,suburban,1
4329,60,F,44202,16830,524,B,suburban,1
4330,52,M,44236,33975,493,B,urban,1
4331,30,F,82156,31551,495,B,urban,1
4332,66,M,75263,45928,699,B,urban,1
4333,27,M,114252,28267,356,C,urban,1
4334,61,M,89855,17375,924,B,rural,1
4335,64,M,31575,26513,512,B,urban,1
4336,27,M,27204,9403,578,C,suburban,1
4337,63,M,26952,9897,679,A,urban,1
4338,30,F,98323,5163,416,A,urban,1
4339,54,F,66142,41078,750,C,urban,1
4340,55,M,48872,22379,898,D,urban,1
4341,41,M,44376,35030,709,A,urban,1
4342,19,M,81084,34870,666,A,suburban,1
4343,39,M,26640,34482,412,C,suburban,1
4344,34,M,41437,36058,463,C,suburban,1
4345,53,F,102681,31871,303,B,suburban,1
4346,31,M,22903,31379,929,A,rural,1
4347,27,M,98704,7251,322,A,suburban,1
4348,52,M,41863,48860,901,C,urban,1
4349,42,M,58381,28674,391,B,urban,1
4350,20,F,43548,11590,768,D,urban,1
4351,64,M,64956,36432,454,B,urban,1
4352,55,M,89526,45426,926,C,suburban,1
4353,34,F,26467,27127,506,D,rural,1
4354,29,M,72954,43015,380,A,suburban,1
4355,69,F,38901,12715,914,B,suburban,1
4356,41,F,70983,8817,782,A,urban,1
4357,46,M,38301,34493,891,B,urban,1
4358,60,F,117542,22454,706,A,rural,1
4359,42,M,100180,9600,402,A,urban,1
4360,53,F,84903,29690,539,D,rural,1
4361,43,M,118955,47750,564,C,urban,1
4362,55,M,31204,38762,332,D,rural,1
4363,18,F,34755,42499,334,B,suburban,1
4364,37,F,74817,27452,548,B,suburban,1
4365,45,F,17093,12670,349,A,rural,1
4366,33,F,84537,26151,579,B,urban,1
4367,64,M,111319,22341,451,B,urban,1
4368,34,M,37940,34604,958,A,urban,1
4369,57,M,88346,13287,850,C,urban,1
4370,45,M,59040,23538,836,A,urban,1
4371,29,M,52322,22015,529,B,rural,1
4372,44,F,106544,49644,964,B,urban,1
4373,59,M,99437,20852,587,D,rural,1
4374,64,M,107969,26258,694,A,rural,1
4375,47,M,102725,43330,752,B,suburban,1
4376,58,F,109266,46508,919,B,rural,1
4377,51,F,24236,7248,332,A,suburban,0
4378,54,F,87597,11192,662,C,suburban,1
4379,23,M,99124,32410,410,A,suburban,1
4380,24,F,18902,14895,420,A,suburban,0
4381,49,M,114656,11406,315,A,urban,1
4382,49,F,49364,38924,822,D,urban,1
4383,42,F,113983,46303,397,A,suburban,1
4384,50,M,109410,10295,415,B,urban,1
4385,24,M,35096,17264,770,A,rural,1
4386,69,F,27020,33038,738,A,suburban,1
4387,29,M,73473,43922,580,A,urban,1
4388,33,F,59153,14136,648,B,urban,1
4389,33,M,56277,18213,531,A,urban,1
